X,Y,t_0_video
1274.9979248046875,439.0038146972656,3.2
1274.5543212890625,439.18560791015625,3.2
1273.3404541015625,438.9856262207031,3.2
1272.611572265625,439.2209777832031,3.2
1271.5986328125,439.1240539550781,3.2
1270.8828125,439.10919189453125,3.2
1270.283203125,438.98260498046875,3.2
1269.123291015625,439.1319580078125,3.2
1268.49609375,438.9687805175781,3.2
1267.1529541015625,438.9812927246094,3.2
1266.6107177734375,439.27435302734375,3.2
1265.4810791015625,439.1401062011719,3.2
1264.7236328125,439.3142395019531,3.2
1263.490966796875,439.182373046875,3.2
1263.0020751953125,439.3276062011719,3.2
1261.804443359375,439.29656982421875,3.2
1261.1044921875,439.25384521484375,3.2
1260.3660888671875,439.2763671875,3.2
1259.2103271484375,439.1734924316406,3.2
1258.402099609375,439.38616943359375,3.2
1257.3695068359375,439.4340515136719,3.2
1256.9346923828125,439.4592590332031,3.2
1255.916259765625,439.4925537109375,3.2
1255.0440673828125,439.44769287109375,3.2
1254.3037109375,439.3594055175781,3.2
1253.281005859375,439.4093017578125,3.2
1252.814208984375,439.6238708496094,3.2
1251.1895751953125,439.3759460449219,3.2
1251.0433349609375,439.8179931640625,3.2
1250.1915283203125,439.79827880859375,3.2
1249.1556396484375,439.57305908203125,3.2
1248.2054443359375,439.6800537109375,3.2
1247.3153076171875,439.8498840332031,3.2
1246.1614990234375,439.760498046875,3.2
1245.402099609375,439.5523986816406,3.2
1244.7896728515625,439.7658386230469,3.2
1243.671630859375,440.10626220703125,3.2
1242.8018798828125,439.83233642578125,3.2
1242.52099609375,439.9031066894531,3.2
1241.1153564453125,439.9819030761719,3.2
1240.4708251953125,439.6484069824219,3.2
1239.3470458984375,439.62908935546875,3.2
1238.7325439453125,440.0866394042969,3.2
1237.961181640625,439.9188232421875,3.2
1236.952392578125,439.9569091796875,3.2
1236.13623046875,440.118408203125,3.2
1235.135498046875,440.1637878417969,3.2
1234.5306396484375,440.22698974609375,3.2
1233.485107421875,439.7734375,3.2
1232.850341796875,440.1089172363281,3.2
