X,Y,t_0_video
1882.994384765625,165.00753784179688,0.5
1884.0069580078125,164.88406372070312,0.5
1885.1014404296875,164.7999267578125,0.5
1885.80712890625,164.82530212402344,0.5
1886.6722412109375,164.65591430664062,0.5
1887.10546875,164.77479553222656,0.5
1887.3475341796875,164.612060546875,0.5
1887.2926025390625,164.83078002929688,0.5
1888.007568359375,164.84121704101562,0.5
1887.219482421875,164.863037109375,0.5
1876.603515625,164.69189453125,0.5
1870.9481201171875,164.833251953125,0.5
1869.7060546875,164.59385681152344,0.5
1869.413818359375,164.68434143066406,0.5
1869.1866455078125,164.71636962890625,0.5
1869.256591796875,164.74368286132812,0.5
1869.25341796875,164.8274383544922,0.5
1869.0982666015625,164.77955627441406,0.5
1869.4195556640625,164.55010986328125,0.5
1869.380126953125,164.6727752685547,0.5
1869.2479248046875,164.95626831054688,0.5
1869.1976318359375,164.52500915527344,0.5
1869.499755859375,164.78196716308594,0.5
1869.50537109375,164.81263732910156,0.5
1868.88671875,164.63983154296875,0.5
1857.27734375,164.45057678222656,0.5
1851.37109375,164.46783447265625,0.5
1850.2193603515625,164.2713165283203,0.5
1849.49609375,164.58456420898438,0.5
1849.38623046875,164.6768798828125,0.5
1849.02294921875,164.6245880126953,0.5
1849.394775390625,164.0851593017578,0.5
1849.261962890625,164.28485107421875,0.5
1849.4779052734375,164.740478515625,0.5
1849.103759765625,164.4129638671875,0.5
1849.0865478515625,164.59002685546875,0.5
1849.239990234375,164.4403839111328,0.5
1849.179931640625,164.6001739501953,0.5
1848.9400634765625,164.69273376464844,0.5
1848.7408447265625,164.62448120117188,0.5
1837.6632080078125,164.33328247070312,0.5
1830.9818115234375,164.56317138671875,0.5
1828.9774169921875,164.49407958984375,0.5
1828.47900390625,164.18817138671875,0.5
1827.875,163.9866943359375,0.5
1828.0675048828125,164.33486938476562,0.5
1827.7625732421875,164.39523315429688,0.5
1827.5684814453125,164.50173950195312,0.5
1827.3922119140625,164.0679168701172,0.5
1827.80908203125,164.44839477539062,0.5
1827.4073486328125,163.83352661132812,0.5
1827.2889404296875,164.27215576171875,0.5
1827.4344482421875,164.50634765625,0.5
1827.4403076171875,164.5068359375,0.5
1827.31201171875,164.5071258544922,0.5
1816.4176025390625,164.1161651611328,0.5
1808.890625,164.4201202392578,0.5
1807.0628662109375,163.882568359375,0.5
1806.5411376953125,163.8372802734375,0.5
1805.8642578125,163.80242919921875,0.5
1805.2091064453125,164.00277709960938,0.5
1805.378173828125,163.8691864013672,0.5
1805.149658203125,164.00314331054688,0.5
1805.0770263671875,164.13137817382812,0.5
1804.7889404296875,163.7409210205078,0.5
1804.8214111328125,164.13473510742188,0.5
1805.2608642578125,163.9449462890625,0.5
1804.927490234375,163.50534057617188,0.5
1804.7615966796875,163.40672302246094,0.5
1804.70654296875,163.3645477294922,0.5
1794.7784423828125,163.3361053466797,0.5
1786.7498779296875,163.8686065673828,0.5
1783.389892578125,163.9168701171875,0.5
1782.8817138671875,163.85215759277344,0.5
1782.5439453125,163.85369873046875,0.5
1782.45263671875,163.7925567626953,0.5
1782.042724609375,163.44529724121094,0.5
1781.566650390625,164.18215942382812,0.5
1781.4033203125,163.4966278076172,0.5
1781.798095703125,163.77679443359375,0.5
1781.296142578125,163.46322631835938,0.5
1781.1700439453125,163.46124267578125,0.5
1781.322998046875,163.53933715820312,0.5
1781.3272705078125,163.9991455078125,0.5
1781.05712890625,163.50128173828125,0.5
1771.0247802734375,163.56741333007812,0.5
1762.6373291015625,163.71185302734375,0.5
1759.383056640625,163.27528381347656,0.5
1758.805908203125,163.56332397460938,0.5
1757.84912109375,163.3850555419922,0.5
1757.465576171875,163.19757080078125,0.5
1757.2247314453125,163.32070922851562,0.5
1757.2589111328125,163.37034606933594,0.5
1756.9759521484375,163.29185485839844,0.5
1756.9749755859375,163.20396423339844,0.5
1756.8734130859375,163.3484344482422,0.5
1756.65478515625,163.306884765625,0.5
1756.648193359375,163.20980834960938,0.5
1756.5560302734375,163.2518310546875,0.5
1756.525146484375,163.31784057617188,0.5
1747.3377685546875,163.20899963378906,0.5
1737.82568359375,163.43414306640625,0.5
1734.7919921875,163.0698699951172,0.5
1733.5452880859375,163.18865966796875,0.5
1732.96875,163.06784057617188,0.5
1732.7742919921875,163.22132873535156,0.5
1732.0570068359375,163.04592895507812,0.5
1732.2198486328125,162.994140625,0.5
1731.945556640625,163.01486206054688,0.5
1731.4825439453125,162.99249267578125,0.5
1731.3681640625,163.04177856445312,0.5
1731.486328125,163.00537109375,0.5
1731.3218994140625,163.17868041992188,0.5
1731.2158203125,163.0128173828125,0.5
1731.06494140625,162.98960876464844,0.5
1723.13427734375,163.00164794921875,0.5
1712.9405517578125,162.90036010742188,0.5
1709.05224609375,162.82701110839844,0.5
1707.529052734375,162.99185180664062,0.5
1706.9727783203125,162.83103942871094,0.5
1706.888427734375,162.9342041015625,0.5
1706.64013671875,162.86557006835938,0.5
1706.056396484375,163.1278076171875,0.5
1705.477783203125,162.64466857910156,0.5
1705.22802734375,162.94708251953125,0.5
1705.442138671875,163.03433227539062,0.5
1705.1885986328125,162.79005432128906,0.5
1705.1529541015625,162.80723571777344,0.5
1705.0074462890625,162.83163452148438,0.5
1705.377197265625,162.92279052734375,0.5
1698.4881591796875,162.97918701171875,0.5
1686.8563232421875,162.96180725097656,0.5
1682.8251953125,162.58152770996094,0.5
1681.251953125,162.71697998046875,0.5
1680.6531982421875,162.8564453125,0.5
1679.5955810546875,162.65032958984375,0.5
1679.2918701171875,162.57489013671875,0.5
1679.4014892578125,162.56947326660156,0.5
1679.16943359375,162.59356689453125,0.5
1678.8843994140625,162.74839782714844,0.5
