X,Y,Frame,Tiempo_seg
1883.9993,197.99991,0,0.0
1883.9087,198.00009,1,0.07001620764105405
1879.8038,198.0486,2,0.1400324152821081
1866.4545,198.1029,3,0.21004862292316218
1863.1371,197.77728,4,0.2800648305642162
1861.9543,197.69203,5,0.3500810382052703
1861.5808,197.87334,6,0.42009724584632435
1861.2399,197.6617,7,0.49011345348737845
1861.4121,197.66473,8,0.5601296611284324
1861.4835,197.83105,9,0.6301458687694865
1861.2106,197.60689,10,0.7001620764105406
1861.7583,197.2928,11,0.7701782840515946
1861.2736,197.62842,12,0.8401944916926487
1861.6415,197.02945,13,0.9102106993337028
1861.3701,197.39915,14,0.9802269069747569
1861.27,197.13812,15,1.0502431146158109
1861.526,197.00865,16,1.1202593222568649
1861.3212,197.40257,17,1.190275529897919
1861.3743,196.98216,18,1.260291737538973
1861.6034,196.95218,19,1.330307945180027
1861.2472,197.28342,20,1.4003241528210812
1861.4009,196.91653,21,1.4703403604621352
1861.2208,196.66695,22,1.5403565681031892
1861.2716,197.0155,23,1.6103727757442434
1861.8782,196.36491,24,1.6803889833852974
1861.3419,196.69531,25,1.7504051910263516
1861.1632,196.51117,26,1.8204213986674056
1861.4531,196.87402,27,1.8904376063084596
1861.6547,196.1834,28,1.9604538139495138
1860.8978,196.66808,29,2.0304700215905678
1861.6776,196.1969,30,2.1004862292316218
1850.693,196.37381,31,2.1705024368726757
1842.3071,196.275,32,2.2405186445137297
1840.0809,196.49747,33,2.310534852154784
1839.5919,196.17953,34,2.380551059795838
1839.1705,196.2179,35,2.450567267436892
1839.0908,196.07246,36,2.520583475077946
1838.6725,196.08618,37,2.590599682719
1838.874,196.19034,38,2.660615890360054
1838.5079,195.7784,39,2.7306320980011085
1838.368,196.08852,40,2.8006483056421625
1838.3093,195.8809,41,2.8706645132832165
1838.3635,196.0445,42,2.9406807209242705
1838.3359,196.09642,43,3.0106969285653244
1838.255,195.95126,44,3.0807131362063784
1838.3601,196.15402,45,3.150729343847433
1838.2883,196.06363,46,3.220745551488487
1838.2705,195.87741,47,3.290761759129541
1838.4493,195.79758,48,3.360777966770595
1838.5012,195.90157,49,3.430794174411649
1838.4004,195.8189,50,3.5008103820527032
1838.199,195.89792,51,3.570826589693757
1838.1306,195.83205,52,3.640842797334811
1838.3396,195.84506,53,3.710859004975865
1838.3422,195.7803,54,3.780875212616919
1838.1947,195.75345,55,3.850891420257973
1838.3407,195.7506,56,3.9209076278990276
1838.1051,195.79688,57,3.9909238355400816
1838.2762,195.66927,58,4.0609400431811356
1836.1787,195.56772,59,4.13095625082219
1822.4868,195.71658,60,4.2009724584632435
1818.0024,195.51057,61,4.270988666104298
1816.4998,195.43492,62,4.3410048737453515
1816.1875,195.18863,63,4.411021081386406
1815.8801,195.10872,64,4.4810372890274595
1815.7648,195.26765,65,4.551053496668514
1815.417,195.84459,66,4.621069704309568
1815.6394,195.03001,67,4.691085911950622
1815.4836,195.27757,68,4.761102119591676
1815.298,195.36569,69,4.83111832723273
1815.4479,194.80286,70,4.901134534873784
1815.2509,194.92972,71,4.971150742514839
1815.572,194.74754,72,5.041166950155892
1815.6383,194.34177,73,5.111183157796947
1815.5365,195.08856,74,5.181199365438
1815.303,195.3269,75,5.251215573079055
1815.3303,194.69168,76,5.321231780720108
1815.0012,194.72874,77,5.391247988361163
1815.0316,194.89227,78,5.461264196002217
1815.1472,194.93713,79,5.531280403643271
1815.2156,194.78723,80,5.601296611284325
1815.34,194.44797,81,5.6713128189253785
1815.0466,194.29535,82,5.741329026566433
1814.9077,194.47504,83,5.811345234207487
1815.1895,194.6105,84,5.881361441848541
1815.4142,194.40726,85,5.951377649489595
1815.2582,194.4838,86,6.021393857130649
1815.3141,194.28386,87,6.091410064771703
1806.9333,195.009,88,6.161426272412757
1797.4233,194.94414,89,6.231442480053811
1794.1622,195.05865,90,6.301458687694866
1793.1045,195.1531,91,6.371474895335919
1792.1555,195.51941,92,6.441491102976974
1792.3162,195.33206,93,6.511507310618027
1792.1664,195.40073,94,6.581523518259082
1792.0399,195.33073,95,6.651539725900136
1791.9943,195.39893,96,6.72155593354119
1791.9231,195.29973,97,6.791572141182244
1791.7747,195.28601,98,6.861588348823298
1791.8253,195.2398,99,6.931604556464352
1791.768,195.41415,100,7.0016207641054065
1791.5729,194.9375,101,7.07163697174646
1791.555,194.87933,102,7.141653179387514
1791.5537,195.01099,103,7.211669387028568
1791.5518,194.71614,104,7.281685594669622
1791.5657,195.16675,105,7.351701802310676
1791.5546,195.10599,106,7.42171800995173
1791.1217,194.90369,107,7.491734217592785
1791.0737,195.18163,108,7.561750425233838
1791.1484,195.10117,109,7.631766632874893
1791.1012,195.07727,110,7.701782840515946
1791.1654,195.2636,111,7.771799048157001
1791.3542,195.38388,112,7.841815255798055
1791.3184,194.91992,113,7.911831463439109
1790.744,195.1221,114,7.981847671080163
1791.0637,194.8819,115,8.051863878721218
1790.2397,195.02592,116,8.121880086362271
1777.5746,195.03993,117,8.191896294003325
1771.5803,194.04623,118,8.26191250164438
1769.5029,194.13954,119,8.331928709285433
1768.6898,194.12032,120,8.401944916926487
1768.3184,194.10805,121,8.47196112456754
1768.0426,193.99565,122,8.541977332208596
1767.8168,193.92435,123,8.61199353984965
1767.7266,193.79247,124,8.682009747490703
1767.7169,193.92778,125,8.752025955131758
1767.7556,193.91476,126,8.822042162772812
1767.5082,193.72885,127,8.892058370413865
1767.5018,193.6996,128,8.962074578054919
1767.068,193.96494,129,9.032090785695974
1767.501,193.75208,130,9.102106993337028
1767.2529,193.8563,131,9.172123200978081
1766.952,193.81621,132,9.242139408619137
1767.0491,193.75296,133,9.31215561626019
1766.8547,193.89716,134,9.382171823901244
1766.7231,193.70456,135,9.452188031542297
1766.439,193.839,136,9.522204239183353
1766.5023,193.60002,137,9.592220446824406
1766.4296,193.87541,138,9.66223665446546
1766.8572,193.62103,139,9.732252862106515
1766.7999,193.63101,140,9.802269069747569
1766.4764,193.63918,141,9.872285277388622
1766.2769,193.65422,142,9.942301485029677
1766.3297,193.70888,143,10.012317692670731
1766.2756,193.71869,144,10.082333900311784
1761.8899,193.89821,145,10.152350107952838
1750.6178,193.00783,146,10.222366315593893
1747.1948,193.20566,147,10.292382523234947
1745.68,192.90671,148,10.362398730876
1745.0345,193.14581,149,10.432414938517056
1744.5889,192.82962,150,10.50243114615811
1744.369,193.32434,151,10.572447353799163
1744.2638,193.02863,152,10.642463561440216
1743.8564,192.93668,153,10.712479769081272
1744.0154,193.09846,154,10.782495976722325
1743.7123,192.617,155,10.852512184363379
1743.8198,192.6835,156,10.922528392004434
1743.5833,192.96928,157,10.992544599645488
1743.8074,192.4089,158,11.062560807286541
1743.454,193.0921,159,11.132577014927596
1743.3424,192.97122,160,11.20259322256865
1743.2891,192.82896,161,11.272609430209704
1743.2178,192.88574,162,11.342625637850757
1742.9935,192.921,163,11.412641845491812
1743.2518,192.93166,164,11.482658053132866
1743.1127,192.82962,165,11.55267426077392
1742.9863,192.69106,166,11.622690468414975
1742.6189,192.56714,167,11.692706676056028
1742.7839,192.36383,168,11.762722883697082
1742.8469,192.6194,169,11.832739091338135
1743.2191,192.4128,170,11.90275529897919
1742.8073,192.61774,171,11.972771506620244
1743.3184,192.4697,172,12.042787714261298
1742.7217,192.66273,173,12.112803921902353
1732.0945,192.81093,174,12.182820129543407
1724.8733,192.23128,175,12.25283633718446
1722.433,192.45282,176,12.322852544825514
1721.4955,192.38304,177,12.392868752466569
1721.4155,192.12317,178,12.462884960107623
1720.8232,192.43883,179,12.532901167748676
1720.311,192.36517,180,12.602917375389731
1720.2887,192.37227,181,12.672933583030785
1720.1926,192.3472,182,12.742949790671839
1720.1405,192.1642,183,12.812965998312894
1719.9424,192.24371,184,12.882982205953947
1719.7438,192.06602,185,12.952998413595001
1719.6249,192.00105,186,13.023014621236054
1719.7368,192.08522,187,13.09303082887711
1719.7368,192.23888,188,13.163047036518163
1719.5255,192.0479,189,13.233063244159217
1719.538,191.97647,190,13.303079451800272
1719.606,192.17213,191,13.373095659441326
1719.4924,192.17798,192,13.44311186708238
1719.2216,192.23769,193,13.513128074723433
1719.0496,192.14345,194,13.583144282364488
1719.1223,192.24097,195,13.653160490005542
1718.9534,192.01263,196,13.723176697646595
1718.844,191.98076,197,13.79319290528765
