X,Y,Frame,Tiempo_seg,fila
1358.9993,331.99976,0,0.0,0
1359.0045,332.38376,1,0.0700169536695367,0
1359.0096,332.16428,2,0.1400339073390734,0
1359.0983,332.06537,3,0.2100508610086101,0
1359.0278,332.25476,4,0.2800678146781468,0
1359.0964,332.17828,5,0.3500847683476835,0
1359.2435,332.10236,6,0.4201017220172202,0
1359.1926,332.21924,7,0.4901186756867569,0
1359.2039,332.1457,8,0.5601356293562936,0
1359.2656,332.14722,9,0.6301525830258302,0
1359.2457,332.32837,10,0.700169536695367,0
1359.258,332.21237,11,0.7701864903649036,0
1359.0554,332.20175,12,0.8402034440344404,0
1359.0479,332.32767,13,0.910220397703977,0
1359.1595,332.06027,14,0.9802373513735138,0
1359.061,331.9905,15,1.0502543050430504,0
1359.2778,332.21347,16,1.1202712587125871,0
1359.2836,331.95807,17,1.190288212382124,0
1359.1884,332.07318,18,1.2603051660516604,0
1359.1492,332.2035,19,1.3303221197211972,0
1359.1234,332.00388,20,1.400339073390734,0
1359.1882,331.88843,21,1.470356027060271,0
1359.1843,331.9465,22,1.5403729807298072,0
1359.3011,331.92566,23,1.610389934399344,0
1359.3455,332.1346,24,1.6804068880688807,0
1359.2195,331.81677,25,1.7504238417384177,0
1359.4144,331.82587,26,1.820440795407954,0
1359.315,331.9571,27,1.8904577490774908,0
1359.4023,331.74088,28,1.9604747027470275,0
1359.4542,331.7775,29,2.0304916564165643,0
1359.5812,331.8617,30,2.100508610086101,0
1359.6464,331.74704,31,2.1705255637556378,0
1359.5038,331.85162,32,2.2405425174251743,0
1359.4832,331.69675,33,2.310559471094711,0
1359.5917,331.65598,34,2.380576424764248,0
1359.9425,331.57623,35,2.4505933784337843,0
1360.0149,331.63364,36,2.520610332103321,0
1359.8257,331.73184,37,2.590627285772858,0
1359.9052,331.74814,38,2.6606442394423944,0
1359.8007,331.74213,39,2.730661193111931,0
1359.9921,331.53375,40,2.800678146781468,0
1359.8531,331.68134,41,2.8706951004510044,0
1359.9568,331.57236,42,2.9407120541205414,0
1360.4314,331.652,43,3.010729007790078,0
1360.4847,331.59427,44,3.0807459614596144,0
1360.2745,331.42523,45,3.1507629151291514,0
1360.5079,331.69714,46,3.220779868798688,0
1360.2816,331.44925,47,3.2907968224682245,0
1360.4524,331.39615,48,3.360813776137761,0
1360.5195,331.61646,49,3.430830729807298,0
1360.5316,331.65295,50,3.500847683476835,0
1360.5553,331.5738,51,3.5708646371463715,0
1360.5474,331.67657,52,3.640881590815908,0
1360.3906,331.57193,53,3.710898544485445,0
1360.551,331.53397,54,3.7809154981549815,0
1360.5725,331.5526,55,3.850932451824518,0
1360.5935,331.46088,56,3.920949405494055,0
1360.6158,331.51047,57,3.990966359163592,0
1360.6366,331.6488,58,4.0609833128331285,0
1360.668,331.53857,59,4.131000266502665,0
1360.7883,331.55994,60,4.201017220172202,0
1360.7484,331.5664,61,4.271034173841739,0
1360.6259,331.53485,62,4.341051127511276,0
1360.6031,331.37817,63,4.411068081180812,0
1360.6726,331.4239,64,4.481085034850349,0
1360.6357,331.321,65,4.551101988519886,0
1360.6688,331.31003,66,4.621118942189422,0
1360.8156,331.3832,67,4.691135895858959,0
1360.8207,331.44568,68,4.761152849528496,0
1360.9086,331.39685,69,4.831169803198032,0
1361.0133,331.36642,70,4.901186756867569,0
1360.7428,331.39862,71,4.971203710537106,0
1360.8839,331.3831,72,5.041220664206642,0
1360.8287,331.51678,73,5.111237617876179,0
1360.7283,331.30304,74,5.181254571545716,0
1360.7108,331.5607,75,5.251271525215252,0
1360.8466,331.33328,76,5.321288478884789,0
1340.2526,332.56784,80,5.601356293562936,0
1339.875,332.6853,81,5.671373247232473,0
1339.3756,332.3461,82,5.741390200902009,0
1339.3617,332.48236,83,5.811407154571546,0
1339.3373,332.54587,84,5.881424108241083,0
1339.1034,332.45865,85,5.951441061910619,0
1339.2151,332.69067,86,6.021458015580156,0
1339.1359,332.85773,87,6.091474969249693,0
1338.9764,332.3763,88,6.161491922919229,0
1339.1678,332.5046,89,6.231508876588766,0
1339.1632,332.89935,90,6.301525830258303,0
1338.9249,332.39383,91,6.371542783927839,0
1316.6781,333.80768,95,6.651610598605986,0
1316.2344,333.66095,96,6.721627552275523,0
1315.5306,333.58786,97,6.79164450594506,0
1315.4943,333.664,98,6.861661459614596,0
1315.5751,333.7105,99,6.931678413284133,0
1315.5293,333.79208,100,7.00169536695367,0
1315.4869,333.72302,101,7.071712320623206,0
1315.4357,333.6232,102,7.141729274292743,0
1315.6492,333.80862,103,7.21174622796228,0
1315.6578,333.8039,104,7.281763181631816,0
1315.6603,333.58957,105,7.351780135301353,0
1292.0879,334.77094,109,7.6318479499795,0
1291.7301,335.45224,110,7.701864903649036,0
1291.6453,335.12344,111,7.771881857318573,0
1291.249,335.23523,112,7.84189881098811,0
1291.2833,334.88828,113,7.911915764657647,0
1291.2008,334.8509,114,7.981932718327183,0
1291.0662,335.33588,115,8.05194967199672,0
1291.0823,335.20508,116,8.121966625666257,0
1291.0364,335.12213,117,8.191983579335794,0
1290.9542,335.08752,118,8.26200053300533,0
1290.9814,334.97955,119,8.332017486674866,0
1265.161,336.06946,124,8.682102255022551,0
1264.8151,335.93683,125,8.752119208692086,0
1264.5793,336.0171,126,8.822136162361623,0
1264.5026,336.16843,127,8.89215311603116,0
1264.173,335.98868,128,8.962170069700697,0
1264.1145,336.0272,129,9.032187023370234,0
1264.1367,335.89026,130,9.102203977039771,0
1263.9854,335.91132,131,9.172220930709306,0
1263.9413,335.93317,132,9.242237884378843,0
1264.0052,335.85193,133,9.31225483804838,0
1263.1483,335.9527,134,9.382271791717915,0
1238.7251,338.0956,139,9.7323565600656,0
1238.4255,338.09308,140,9.802373513735136,0
1238.0299,338.13647,141,9.872390467404674,0
1238.0552,338.20233,142,9.942407421074211,0
1237.7548,338.13943,143,10.012424374743748,0
1237.5706,338.2034,144,10.082441328413283,0
1237.4348,337.90692,145,10.15245828208282,0
1237.198,338.11658,146,10.222475235752356,0
1237.1984,338.12796,147,10.292492189421894,0
1237.1814,337.9592,148,10.362509143091431,0
1208.5925,340.0814,153,10.712593911439114,0
1208.2509,339.87048,154,10.782610865108651,0
1207.7211,340.18466,155,10.852627818778188,0
1207.3488,339.94806,156,10.922644772447724,0
1207.1854,340.00058,157,10.99266172611726,0
1207.0562,340.01297,158,11.062678679786798,0
1206.8612,340.19153,159,11.132695633456336,0
1206.939,340.09705,160,11.202712587125871,0
1206.7224,340.2199,161,11.272729540795408,0
1206.5509,340.16348,162,11.342746494464944,0
1178.7109,341.87,167,11.692831262812629,0
1178.0508,341.90747,168,11.762848216482164,0
1177.5969,341.93585,169,11.8328651701517,0
1177.4026,341.94843,170,11.902882123821238,0
1177.3142,341.85327,171,11.972899077490776,0
1176.8589,341.9483,172,12.042916031160312,0
1176.6788,341.80783,173,12.112932984829849,0
1176.5295,341.81183,174,12.182949938499386,0
1176.2407,341.9762,175,12.252966892168924,0
1176.0128,341.87097,176,12.322983845838458,0
1147.1946,343.77045,182,12.743085567855678,0
1146.6433,343.77692,183,12.813102521525217,0
1146.0582,343.63525,184,12.883119475194752,0
1145.576,343.8918,185,12.953136428864289,0
1145.3699,343.69952,186,13.023153382533826,0
1145.2544,343.83218,187,13.093170336203364,0
1144.9679,343.89,188,13.163187289872898,0
1144.8234,343.90906,189,13.233204243542437,0
1144.7222,344.04584,190,13.303221197211972,0
1143.9576,344.01254,191,13.373238150881509,0
1114.6584,345.831,196,13.723322919229192,0
1114.2825,345.6907,197,13.793339872898729,0
1113.6257,345.92972,198,13.863356826568266,0
1113.333,345.90393,199,13.933373780237805,0
1112.8673,345.89352,200,14.00339073390734,0
1112.9113,345.88916,201,14.073407687576877,0
1112.816,346.0524,202,14.143424641246412,0
1112.5657,345.77155,203,14.213441594915947,0
1112.1685,346.1177,204,14.283458548585486,0
1112.2546,346.15186,205,14.353475502255025,0
1082.79,347.838,210,14.703560270602706,0
1081.3018,347.76105,212,14.84359417794178,0
1080.9865,347.72223,213,14.913611131611315,0
1080.7325,347.67093,214,14.983628085280852,0
1080.6028,347.68225,215,15.053645038950387,0
1080.2915,347.82953,216,15.123661992619926,0
1080.0895,347.65408,217,15.193678946289465,0
1079.655,347.8749,218,15.263695899959,0
1079.6633,347.88657,219,15.333712853628535,0
1049.2092,349.7184,225,15.753814575645755,0
1048.7732,349.81366,226,15.823831529315294,0
1048.5675,349.89047,227,15.89384848298483,0
1048.0614,349.72787,228,15.963865436654366,0
1047.9537,349.7852,229,16.033882390323903,0
1047.345,349.84494,230,16.10389934399344,0
1047.1575,349.85333,231,16.173916297662977,0
1047.1469,349.76434,232,16.243933251332514,0
1046.8326,349.79697,233,16.31395020500205,0
1017.1099,351.81778,239,16.73405192701927,0
1016.1605,351.78854,240,16.804068880688806,0
1015.5228,351.81848,241,16.874085834358343,0
1015.2096,351.92276,242,16.94410278802788,0
1014.7147,351.8629,243,17.014119741697417,0
1014.6423,352.01822,244,17.084136695366954,0
1014.22485,351.86584,245,17.15415364903649,0
1014.33997,351.9162,246,17.224170602706028,0
1014.0204,351.96976,247,17.294187556375565,0
1013.25806,351.7481,248,17.364204510045102,0
983.2012,353.84717,254,17.78430623206232,0
982.7205,353.93015,255,17.854323185731857,0
982.31793,354.14697,256,17.924340139401394,0
981.70715,353.9843,257,17.99435709307093,0
981.4197,353.89655,258,18.06437404674047,0
981.26105,353.99713,259,18.134391000410005,0
980.9671,353.88547,260,18.204407954079542,0
981.0317,354.02023,261,18.27442490774908,0
980.79694,354.27322,262,18.344441861418613,0
951.0045,355.78543,268,18.764543583435835,0
950.149,355.56174,269,18.83456053710537,0
949.2006,355.71756,270,18.90457749077491,0
948.7994,355.583,271,18.974594444444445,0
948.0183,355.20938,272,19.044611398113982,0
948.08496,355.5679,273,19.11462835178352,0
948.101,355.5364,274,19.184645305453053,0
947.7214,355.63495,275,19.25466225912259,0
947.44965,355.88068,276,19.324679212792127,0
918.62354,357.58078,282,19.74478093480935,0
917.17957,357.169,284,19.884814842148423,0
917.03204,357.6133,285,19.95483179581796,0
916.9432,357.56354,286,20.024848749487496,0
916.5437,357.62772,287,20.09486570315703,0
915.99695,357.71805,288,20.164882656826567,0
915.50995,357.4711,289,20.234899610496104,0
915.1912,357.24387,290,20.30491656416564,0
915.29645,357.4602,291,20.374933517835174,0
1347.9885,345.99857,303,21.215136961869614,1
1348.2511,346.06122,304,21.285153915539155,1
1348.3882,346.1397,305,21.35517086920869,1
1348.9166,346.16208,306,21.42518782287823,1
1349.2146,346.24896,307,21.49520477654777,1
1349.6122,346.14462,308,21.565221730217303,1
1349.7812,346.14804,309,21.63523868388684,1
1349.9963,346.2742,310,21.705255637556377,1
1350.2616,346.1745,311,21.775272591225917,1
1350.3806,346.11823,312,21.845289544895447,1
1329.5028,347.80966,316,22.125357359573595,1
1329.4603,347.7416,317,22.19537431324313,1
1329.4344,347.82263,318,22.26539126691267,1
1329.2332,347.75958,319,22.33540822058221,1
1329.2837,347.6939,320,22.405425174251743,1
1329.2444,347.76746,321,22.47544212792128,1
1329.3425,347.82172,322,22.545459081590817,1
1329.1925,347.76093,323,22.615476035260357,1
1329.0944,347.81677,324,22.68549298892989,1
1329.0367,347.87363,325,22.755509942599424,1
1329.2792,347.84402,326,22.82552689626896,1
1306.7473,349.59464,331,23.17561166461665,1
1306.1989,349.38245,332,23.245628618286183,1
1306.223,349.6548,333,23.31564557195572,1
1306.0063,349.60553,334,23.385662525625257,1
1306.0369,349.57883,335,23.455679479294798,1
1306.0253,349.71472,336,23.52569643296433,1
1305.9971,349.40704,337,23.595713386633868,1
1305.906,349.6997,338,23.6657303403034,1
1305.984,349.61752,339,23.73574729397294,1
1305.8486,349.61032,340,23.805764247642475,1
1305.5693,349.77548,341,23.87578120131201,1
1282.5234,351.90704,345,24.15584901599016,1
1282.4286,351.8437,346,24.225865969659697,1
1282.3876,352.08432,347,24.295882923329238,1
1282.024,352.0195,348,24.36589987699877,1
1281.9401,352.04587,349,24.435916830668308,1
1281.9282,352.08994,350,24.505933784337845,1
1281.9417,351.84302,351,24.57595073800738,1
1281.7361,351.9171,352,24.645967691676915,1
1281.8162,351.9652,353,24.71598464534645,1
1281.9144,351.84827,354,24.78600159901599,1
1224.0074,353.0008,382,26.746476301763018,2
1224.0236,352.8718,383,26.816493255432555,2
1197.9688,354.74423,388,27.16657802378024,2
1197.4142,354.78,389,27.236594977449773,2
1196.3054,354.60327,391,27.376628884788847,2
1196.2642,354.66342,392,27.446645838458384,2
1196.0623,354.74338,393,27.51666279212792,2
1195.9071,354.78375,394,27.586679745797458,2
1195.6361,354.7388,395,27.656696699466995,2
1195.8081,354.87833,396,27.72671365313653,2
1195.7905,354.8157,397,27.79673060680607,2
1195.5271,354.94058,398,27.86674756047561,2
1168.2222,356.68613,402,28.14681537515375,2
1167.8335,356.5568,403,28.216832328823287,2
1167.45,356.6205,404,28.286849282492824,2
1166.9067,356.6385,405,28.35686623616236,2
1166.7472,356.6372,406,28.426883189831894,2
1166.5581,356.70895,407,28.496900143501435,2
1166.3661,356.63663,408,28.56691709717097,2
1166.1427,356.64966,409,28.63693405084051,2
1166.048,356.76096,410,28.70695100451005,2
1165.8352,356.8193,411,28.776967958179583,2
1165.9749,356.8825,412,28.84698491184912,2
1137.7755,358.64017,417,29.1970696801968,2
1137.0775,358.6019,418,29.267086633866334,2
1136.6293,358.75012,419,29.337103587535875,2
1136.2228,358.66168,420,29.40712054120541,2
1136.1445,358.67096,421,29.47713749487495,2
1135.8914,358.72647,422,29.54715444854449,2
1135.8796,358.63654,423,29.617171402214023,2
1135.6509,358.6136,424,29.68718835588356,2
