X,Y,Frame,Tiempo_seg,columna
1161.0118408203125,158.99478149414062,0,0.0,0
1161.01611328125,159.27926635742188,1,0.0166657101865136,0
1161.045654296875,159.2967071533203,2,0.0333314203730272,0
1161.166015625,159.1640167236328,3,0.0499971305595408,0
1161.18408203125,159.17515563964844,4,0.0666628407460545,0
1161.190185546875,159.17129516601562,5,0.0833285509325681,0
1161.190185546875,159.17129516601562,6,0.0999942611190817,0
1161.1427001953125,159.10133361816406,7,0.1166599713055954,0
1161.0418701171875,159.0588836669922,8,0.133325681492109,0
1161.044677734375,159.05850219726562,9,0.1499913916786226,0
1161.044677734375,159.05850219726562,10,0.1666571018651363,0
1161.044677734375,159.05850219726562,11,0.1833228120516499,0
1161.2476806640625,159.11224365234375,12,0.1999885222381635,0
1161.1925048828125,159.03842163085938,13,0.2166542324246771,0
1161.1922607421875,159.03860473632812,14,0.2333199426111908,0
1161.1922607421875,159.03860473632812,15,0.2499856527977044,0
1161.306884765625,159.02542114257812,16,0.2666513629842181,0
1161.3062744140625,159.02499389648438,17,0.2833170731707317,0
1161.3045654296875,159.02671813964844,18,0.2999827833572453,0
1161.3045654296875,159.02671813964844,19,0.3166484935437589,0
1161.42578125,158.9278564453125,20,0.3333142037302726,0
1161.4288330078125,158.93417358398438,21,0.3499799139167862,0
1161.4482421875,158.93975830078125,22,0.3666456241032998,0
1161.4482421875,158.93975830078125,23,0.3833113342898135,0
1161.421875,158.94619750976562,24,0.3999770444763271,0
1161.4283447265625,158.96231079101562,25,0.4166427546628407,0
1161.4283447265625,158.96231079101562,26,0.4333084648493543,0
1161.4283447265625,158.96231079101562,27,0.449974175035868,0
1161.2811279296875,158.97067260742188,28,0.4666398852223816,0
1161.2840576171875,158.97129821777344,29,0.4833055954088953,0
1161.4154052734375,158.97039794921875,30,0.4999713055954089,0
1161.7156982421875,158.9185333251953,31,0.5166370157819226,0
1161.7149658203125,158.91824340820312,32,0.5333027259684362,0
1161.7431640625,158.85337829589844,33,0.5499684361549498,0
1161.7431640625,158.8534698486328,34,0.5666341463414635,0
1161.7431640625,158.8535614013672,35,0.583299856527977,0
1161.7431640625,158.8535614013672,36,0.5999655667144906,0
1162.3896484375,158.7578125,37,0.6166312769010043,0
1162.3896484375,158.75852966308594,38,0.6332969870875179,0
1162.4150390625,158.7412109375,39,0.6499626972740316,0
1162.4150390625,158.7412109375,40,0.6666284074605452,0
1162.0587158203125,158.84934997558594,41,0.6832941176470588,0
1162.0587158203125,158.84934997558594,42,0.6999598278335725,0
1162.0877685546875,158.8469696044922,43,0.7166255380200861,0
1162.0531005859375,158.84954833984375,44,0.7332912482065997,0
1162.0531005859375,158.84954833984375,45,0.7499569583931134,0
1162.50732421875,158.78851318359375,46,0.766622668579627,0
1162.666259765625,158.73031616210938,47,0.7832883787661407,0
1162.69384765625,158.78355407714844,48,0.7999540889526542,0
1162.69970703125,158.8009033203125,49,0.8166197991391678,0
1162.6998291015625,158.80084228515625,50,0.8332855093256815,0
1162.7001953125,158.8013153076172,51,0.8499512195121951,0
1162.7001953125,158.8013153076172,52,0.8666169296987087,0
1162.6827392578125,158.7083282470703,53,0.8832826398852224,0
1162.6805419921875,158.7080078125,54,0.899948350071736,0
1162.6805419921875,158.7080078125,55,0.9166140602582497,0
1162.6805419921875,158.7080078125,56,0.9332797704447632,0
1162.6805419921875,158.7080078125,57,0.9499454806312768,0
1162.6072998046875,158.67369079589844,58,0.9666111908177906,0
1162.60693359375,158.6751708984375,59,0.9832769010043042,0
1162.51171875,158.6599578857422,60,0.9999426111908178,0
1162.453369140625,158.8817138671875,61,1.0166083213773314,0
1162.539794921875,158.8146514892578,62,1.0332740315638451,0
1162.546142578125,158.81881713867188,63,1.0499397417503586,0
1162.59326171875,158.81869506835938,64,1.0666054519368724,0
1162.59326171875,158.81869506835938,65,1.083271162123386,0
1162.59326171875,158.81869506835938,66,1.0999368723098997,0
1162.6221923828125,158.68246459960938,67,1.1166025824964132,0
1162.62158203125,158.68907165527344,68,1.133268292682927,0
1162.62158203125,158.68870544433594,69,1.1499340028694405,0
1162.612548828125,158.66127014160156,70,1.166599713055954,0
1162.5673828125,158.63426208496094,71,1.1832654232424678,0
1162.5618896484375,158.62306213378906,72,1.1999311334289813,0
1162.5614013671875,158.62327575683594,73,1.216596843615495,0
1162.5556640625,158.64479064941406,74,1.2332625538020086,0
1162.555908203125,158.64471435546875,75,1.2499282639885223,0
1162.5601806640625,158.67018127441406,76,1.2665939741750358,0
1162.5601806640625,158.67018127441406,77,1.2832596843615496,0
1162.5609130859375,158.6533203125,78,1.299925394548063,0
1162.7877197265625,158.6235809326172,79,1.3165911047345769,0
1162.7955322265625,158.63169860839844,80,1.3332568149210904,0
1162.7955322265625,158.63169860839844,81,1.349922525107604,0
1162.7955322265625,158.63169860839844,82,1.3665882352941177,0
1162.834228515625,158.63824462890625,83,1.3832539454806312,0
1162.834228515625,158.6384735107422,84,1.399919655667145,0
1162.834228515625,158.6384735107422,85,1.4165853658536585,0
1162.834228515625,158.6384735107422,86,1.4332510760401722,0
1162.8699951171875,158.65065002441406,87,1.4499167862266855,0
1162.869140625,158.6087188720703,88,1.4665824964131997,0
1162.8642578125,158.6169891357422,89,1.483248206599713,0
1163.01416015625,158.66424560546875,90,1.4999139167862268,0
1163.0157470703125,158.6700439453125,91,1.5165796269727403,0
1163.1087646484375,158.46897888183594,92,1.533245337159254,0
1163.1087646484375,158.46897888183594,93,1.5499110473457676,0
1163.1065673828125,158.4540557861328,94,1.566576757532281,0
1163.103515625,158.433349609375,95,1.5832424677187948,0
1163.097900390625,158.41342163085938,96,1.5999081779053084,0
1163.097900390625,158.41342163085938,97,1.616573888091822,0
1163.097900390625,158.41342163085938,98,1.6332395982783356,0
1163.097900390625,158.41342163085938,99,1.6499053084648494,0
1163.0841064453125,158.46592712402344,100,1.666571018651363,0
1163.0906982421875,158.4591064453125,101,1.683236728837877,0
1163.0906982421875,158.4591064453125,102,1.6999024390243902,0
1163.0906982421875,158.4591064453125,103,1.716568149210904,0
1163.1131591796875,157.85765075683594,104,1.7332338593974177,0
1163.1134033203125,157.85614013671875,105,1.7498995695839312,0
1163.0965576171875,158.30503845214844,106,1.7665652797704448,0
1163.0965576171875,158.302734375,107,1.7832309899569585,0
1163.1435546875,157.78578186035156,108,1.799896700143472,0
1163.145751953125,157.7801055908203,109,1.8165624103299856,0
1163.145751953125,157.7801055908203,110,1.8332281205164995,0
1163.145751953125,157.7801055908203,111,1.8498938307030128,0
1163.145751953125,157.7801055908203,112,1.8665595408895264,0
1163.13330078125,157.59078979492188,113,1.88322525107604,0
1163.1334228515625,157.59295654296875,114,1.8998909612625536,0
1163.132568359375,157.70523071289062,115,1.9165566714490676,0
1163.132568359375,157.70523071289062,116,1.933222381635581,0
1163.2188720703125,157.4141845703125,117,1.9498880918220949,0
1163.2335205078125,157.4196014404297,118,1.9665538020086084,0
1163.2332763671875,157.4191436767578,119,1.983219512195122,0
1163.48486328125,157.59671020507812,120,1.999885222381636,0
1163.4984130859375,157.582275390625,121,2.016550932568149,0
1163.4984130859375,157.582275390625,122,2.0332166427546627,0
1163.4984130859375,157.582275390625,123,2.0498823529411765,0
1163.4984130859375,157.582275390625,124,2.0665480631276902,0
1163.811279296875,157.46075439453125,125,2.0832137733142035,0
1163.8135986328125,157.4501495361328,126,2.0998794835007173,0
1163.809326171875,157.44935607910156,127,2.116545193687231,0
1163.810302734375,157.44937133789062,128,2.133210903873745,0
1163.4415283203125,157.32421875,129,2.149876614060258,0
1163.45654296875,157.29571533203125,130,2.166542324246772,0
1163.45654296875,157.295166015625,131,2.1832080344332856,0
1163.4517822265625,157.297607421875,132,2.1998737446198,0
1163.4517822265625,157.297607421875,133,2.2165394548063126,0
1163.3695068359375,157.2288055419922,134,2.2332051649928264,0
1163.44970703125,157.25733947753906,135,2.24987087517934,0
1163.4373779296875,157.21923828125,136,2.266536585365854,0
1163.4354248046875,157.26202392578125,137,2.283202295552367,0
1163.4263916015625,157.252685546875,138,2.299868005738881,0
1163.44580078125,157.25396728515625,139,2.3165337159253947,0
1163.4466552734375,157.25460815429688,140,2.333199426111908,0
1163.4466552734375,157.25460815429688,141,2.3498651362984218,0
1163.439208984375,157.2365264892578,142,2.3665308464849355,0
